Income,Firstdate,Lastdate,Amount,rfaf2,glast,gavr,class,rfaa2_G,rfaa2_E,rfaa2_F,pepstrfl_0
7,8609,9601,0.18,3,25,17.5,0,1,0,0,0
0,9102,9510,0.18,3,13,11.0,1,0,1,0,0
5,9601,9601,0.07,1,20,20.0,0,0,0,1,1
0,8909,9506,0.1,1,20,16.16,0,0,0,1,1
0,9103,9603,0.21,3,4,7.75,0,0,1,0,0
3,8611,9603,0.27,3,5,5.0,0,0,0,0,0
0,9506,9601,0.13,3,15,8.33,0,0,0,1,0
4,9002,9602,0.18,3,10,6.2,0,0,1,0,0
0,8911,9504,0.14,1,20,11.87,0,0,0,1,0
1,9401,9603,0.36,4,5,9.25,0,0,0,1,0
1,8611,9603,0.4,3,8,4.8,0,0,0,0,0
0,8801,9602,0.3,1,10,3.94,0,0,1,0,0
4,9103,9509,0.25,3,10,10.46,0,0,1,0,1
7,9009,9512,0.12,1,21,14.71,0,0,0,1,0
0,9309,9512,0.17,1,19,8.71,0,0,0,1,0
1,8909,9602,0.23,2,10,8.43,0,0,1,0,0
6,9309,9603,0.16,3,10,7.6,0,0,1,0,1
1,8911,9603,0.31,3,10,5.66,0,0,1,0,0
0,9004,9601,0.24,2,15,11.56,0,1,0,0,0
2,8801,9603,0.25,4,13,8.33,0,0,1,0,0
1,9001,9512,0.24,3,10,6.21,0,0,1,0,0
1,9209,9602,0.11,2,17,11.0,0,0,0,1,1
4,9309,9509,0.18,4,15,12.85,0,1,0,0,0
1,8909,9512,0.1,2,20,13.66,0,0,0,1,1
6,9410,9602,0.2,4,7,8.11,0,0,1,0,0
4,8901,9508,0.17,1,10,12.58,0,0,1,0,0
6,9409,9511,0.13,2,11,11.25,0,0,0,1,0
3,9311,9602,0.08,1,25,13.66,0,1,0,0,1
0,9202,9507,0.44,3,10,7.41,0,0,1,0,0
6,8905,9509,0.08,1,30,24.4,0,1,0,0,1
4,8608,9512,0.23,1,10,7.12,1,0,1,0,0
0,9302,9602,0.41,4,15,9.77,0,0,0,1,0
3,8701,9504,0.21,1,20,14.12,0,0,0,1,0
3,9001,9603,0.18,1,21,12.58,0,0,0,1,0
6,9401,9511,0.06,1,40,32.5,0,1,0,0,1
5,8701,9511,0.22,1,12,6.8,0,0,1,0,0
0,9103,9602,0.12,1,20,11.0,0,0,0,1,0
2,9401,9509,0.1,1,15,10.0,0,0,0,1,1
0,9009,9601,0.23,1,12,14.16,0,0,1,0,0
6,9209,9512,0.12,1,15,9.4,0,0,0,1,1
0,9009,9507,0.14,1,30,15.1,0,1,0,0,0
4,8909,9603,0.23,2,14,10.53,0,0,0,1,0
3,8909,9512,0.15,2,22,14.8,0,0,0,1,1
7,8703,9601,0.22,2,25,13.76,0,1,0,0,0
1,8710,9603,0.17,1,15,10.83,0,0,0,1,0
4,9104,9512,0.31,1,20,15.75,0,0,0,1,0
5,9601,9602,0.13,2,25,22.5,0,1,0,0,1
2,9511,9511,0.06,1,20,20.0,0,0,0,1,1
2,9510,9510,0.06,1,15,15.0,0,0,0,1,1
6,8809,9510,0.19,1,20,13.92,0,0,0,1,0
7,8909,9504,0.11,1,15,8.0,0,0,0,1,1
0,9502,9510,0.08,1,15,13.72,0,0,0,1,1
7,9005,9504,0.22,1,15,8.85,0,0,0,1,0
2,9501,9510,0.08,1,25,17.5,0,1,0,0,1
0,9506,9603,0.13,3,20,16.66,0,0,0,1,1
7,9302,9512,0.45,4,5,4.0,0,0,0,0,0
1,8609,9512,0.28,3,7,5.0,0,0,0,0,0
2,8801,9601,0.26,3,20,9.72,0,1,0,0,0
5,9410,9511,0.12,2,20,14.0,0,0,0,1,1
5,9402,9504,0.07,1,15,10.0,0,0,0,1,1
5,8910,9509,0.13,3,20,16.66,0,1,0,0,0
1,8809,9509,0.19,1,25,12.54,0,1,0,0,0
5,9409,9512,0.09,1,20,12.5,0,0,0,1,1
2,8705,9512,0.18,2,10,6.53,0,0,1,0,0
1,8801,9506,0.24,1,10,10.22,0,0,1,0,0
5,9411,9601,0.26,4,4,4.57,0,0,0,0,0
6,9010,9602,0.2,3,12,7.92,0,0,1,0,0
5,9101,9601,0.25,2,20,15.7,0,0,0,1,0
4,9501,9512,0.15,3,10,10.5,0,0,1,0,1
5,9407,9601,0.18,4,10,7.4,0,0,1,0,0
2,8912,9602,0.19,1,10,14.25,0,0,1,0,0
0,9201,9603,0.33,3,3,3.81,0,0,1,0,0
0,9511,9603,0.12,2,15,10.0,0,0,0,1,1
2,8802,9603,0.15,3,9,7.88,0,0,1,0,1
0,8609,9506,0.75,3,5,3.17,0,0,0,0,0
1,9111,9601,0.5,4,5,3.45,0,0,0,0,0
0,9009,9512,0.12,1,40,28.12,0,1,0,0,0
5,9302,9601,0.11,2,15,11.0,0,0,0,1,1
2,9502,9512,0.19,3,10,5.0,0,0,1,0,1
0,9510,9510,0.07,1,15,15.0,0,0,0,1,1
5,9001,9603,0.16,3,18,11.2,0,0,0,1,0
1,8801,9602,0.31,4,3,4.27,0,0,0,0,0
2,9209,9507,0.2,3,17,12.7,0,0,0,1,1
0,9201,9506,0.08,2,16,13.5,0,0,0,1,1
0,8703,9512,0.3,3,10,16.4,0,1,0,0,0
0,9310,9510,0.13,1,15,7.4,0,0,0,1,1
1,8710,9512,0.36,1,10,5.37,0,0,1,0,0
5,9410,9601,0.08,1,20,15.0,0,0,0,1,1
0,8609,9510,0.26,1,10,6.9,0,0,1,0,0
0,9309,9601,0.2,1,16,9.33,0,0,0,1,1
4,8801,9512,0.11,2,40,23.37,0,1,0,0,1
5,9201,9511,0.14,3,10,8.8,0,0,1,0,1
2,9103,9504,0.25,1,17,11.73,0,0,0,1,0
5,9209,9511,0.13,2,15,11.42,0,0,0,1,1
0,9103,9602,0.2,3,11,6.45,0,0,1,0,0
0,9209,9509,0.09,1,15,12.5,0,0,0,1,1
0,8911,9602,0.32,3,5,4.85,0,0,0,0,0
5,9309,9612,0.2,2,15,10.0,0,0,0,1,0
6,9002,9605,0.15,1,25,12.27,0,0,0,1,0
2,9110,9504,0.23,1,10,10.61,0,0,1,0,0
6,8702,9505,0.12,1,20,13.75,0,0,0,1,0
0,8610,9507,0.75,4,4,3.35,0,0,0,0,0
2,9402,9601,0.19,4,10,14.28,0,0,0,1,1
1,8611,9603,0.47,2,12,3.85,0,0,1,0,0
0,9507,9603,0.17,4,11,9.0,1,0,1,0,1
0,8702,9511,0.27,1,25,23.54,0,1,0,0,0
2,9301,9504,0.07,1,25,21.66,0,1,0,0,1
6,9009,9602,0.21,3,10,8.05,0,0,1,0,0
7,9506,9506,0.06,1,20,20.0,0,0,0,1,1
2,8804,9512,0.32,3,5,2.52,0,0,0,0,0
5,9209,9602,0.2,3,15,9.4,0,0,0,1,0
0,9402,9508,0.12,2,15,9.75,0,0,0,1,1
6,9001,9504,0.12,1,15,14.71,0,0,0,1,1
4,9103,9512,0.14,3,11,8.0,0,0,1,0,1
0,8909,9512,0.1,1,25,16.66,0,1,0,0,0
1,8801,9512,0.38,4,15,5.4,0,0,0,1,0
2,8702,9603,0.29,4,11,8.27,0,0,1,0,0
5,8609,9504,0.2,1,15,6.84,0,0,0,1,0
3,8701,9602,0.17,2,16,10.09,0,0,0,1,0
3,8801,9508,0.13,3,20,16.88,0,0,0,1,1
4,9411,9512,0.16,3,10,7.5,0,0,1,0,1
7,8701,9505,0.19,1,16,10.5,0,0,0,1,0
5,8708,9612,0.2,2,42,19.59,0,1,0,0,0
7,9510,9510,0.06,1,20,20.0,0,0,0,1,1
2,9409,9506,0.1,1,20,13.33,0,0,0,1,0
2,8609,9511,0.37,2,19,10.22,0,0,0,1,0
3,9308,9512,0.29,4,11,10.75,0,0,0,1,0
0,8701,9603,0.31,1,30,13.5,1,1,0,0,0
1,8612,9601,0.22,1,25,29.27,0,1,0,0,0
3,8702,9511,0.2,2,11,9.4,0,0,1,0,0
0,9310,9508,0.09,1,16,12.0,0,0,0,1,1
4,9501,9603,0.21,3,20,20.0,0,0,0,1,0
2,9005,9601,0.18,4,10,6.88,0,0,1,0,0
2,9409,9504,0.14,1,25,21.25,0,1,0,0,1
1,8909,9504,0.16,1,15,9.55,0,0,0,1,0
5,9103,9509,0.25,2,12,8.46,0,0,1,0,0
0,9512,9512,0.16,1,23,23.0,0,0,0,1,1
6,9402,9504,0.09,1,20,15.0,0,0,0,1,0
0,9109,9510,0.29,3,19,13.73,0,0,0,1,0
0,9407,9510,0.08,1,20,17.5,0,0,0,1,1
2,9601,9601,0.06,1,25,25.0,0,1,0,0,1
2,9010,9512,0.27,1,12,6.0,0,0,1,0,0
0,9401,9512,0.2,1,16,9.66,0,0,0,1,1
0,8611,9508,0.58,2,10,9.03,0,0,1,0,0
6,9306,9512,0.12,1,15,11.4,0,0,0,1,1
1,9210,9507,0.33,1,10,10.16,1,0,1,0,0
2,9309,9509,0.1,1,25,13.75,0,1,0,0,1
1,9501,9509,0.11,2,19,18.0,0,1,0,0,1
2,9009,9511,0.14,1,20,12.55,0,0,0,1,0
6,8905,9511,0.27,1,10,9.27,0,0,1,0,0
4,8610,9603,0.31,2,10,8.04,0,0,1,0,0
0,9401,9510,0.16,1,15,9.66,0,0,0,1,1
2,9602,9602,0.07,1,15,15.0,0,0,0,1,1
0,8702,9505,0.24,2,11,8.17,0,0,0,1,0
2,9502,9602,0.19,3,23,17.4,0,1,0,0,0
0,9309,9505,0.06,1,25,15.0,0,1,0,0,1
4,9401,9505,0.24,2,20,12.25,0,0,0,1,0
4,9504,9504,0.05,1,20,20.0,0,0,0,1,1
6,8801,9512,0.17,2,13,9.27,0,0,1,0,1
4,9501,9507,0.09,1,15,15.0,0,0,0,1,1
0,8608,9506,0.25,1,10,5.15,0,0,1,0,0
2,9404,9503,0.06,1,25,17.5,0,1,0,0,1
4,9510,9510,0.06,1,20,20.0,0,0,0,1,1
1,8803,9510,0.12,1,20,11.37,0,0,0,1,0
2,9506,9506,0.07,1,25,25.0,0,1,0,0,1
3,8910,9512,0.18,1,10,10.45,0,0,1,0,0
5,9210,9603,0.11,2,15,15.4,0,0,0,1,1
0,9109,9603,0.2,4,8,6.63,0,0,1,0,0
4,9601,9601,0.12,1,15,15.0,0,0,0,1,1
5,8612,9508,0.39,1,11,7.51,0,0,1,0,0
1,9310,9603,0.35,2,10,8.57,0,1,0,0,0
5,8810,9601,0.37,2,29,15.84,0,1,0,0,0
0,9602,9602,0.07,1,25,25.0,0,1,0,0,1
3,9510,9510,0.06,1,15,15.0,0,0,0,1,1
4,9401,9601,0.12,2,16,9.75,0,0,0,1,1
4,9311,9504,0.16,1,15,10.0,0,0,0,1,0
5,9401,9701,0.15,2,5,8.83,1,0,0,1,1
2,8909,9603,0.33,4,8,6.16,0,0,1,0,0
7,8801,9512,0.13,2,10,12.21,0,0,1,0,0
2,8910,9602,0.27,1,12,9.72,0,0,1,0,0
6,9410,9601,0.06,1,30,27.5,0,1,0,0,1
3,9602,9602,0.07,1,15,15.0,1,0,0,1,1
5,9310,9601,0.33,4,5,4.69,0,0,0,0,0
5,9502,9512,0.1,1,15,10.0,0,0,0,1,1
4,8701,9507,0.17,1,15,12.45,0,0,0,1,0
1,9410,9512,0.11,2,15,12.33,0,0,0,1,1
2,8809,9512,0.14,1,16,11.0,0,0,0,1,0
7,8911,9509,0.22,3,13,12.84,0,0,0,1,0
6,9410,9601,0.1,2,15,12.33,0,0,0,1,1
7,9106,9604,0.17,3,10,11.0,0,0,1,0,1
3,9501,9601,0.26,4,14,12.62,0,0,0,1,0
2,9210,9601,0.25,3,8,5.26,0,0,1,0,0
6,9309,9512,0.09,1,25,15.66,0,1,0,0,1
0,9203,9601,0.1,1,6,8.8,0,0,0,1,1
3,9409,9603,0.17,1,15,13.75,0,0,0,1,1
5,9212,9512,0.12,2,15,9.2,1,0,0,1,1
0,9504,9603,0.16,4,30,29.25,0,1,0,0,0
4,8812,9602,0.2,4,5,7.92,0,0,1,0,1
6,9402,9511,0.1,2,23,18.5,0,0,0,1,1
4,9410,9512,0.2,4,10,7.0,0,0,1,0,0
5,9209,9512,0.11,2,24,19.0,0,1,0,0,1
4,9310,9510,0.08,1,20,15.0,0,0,0,1,1
0,9601,9601,0.06,1,15,15.0,0,0,0,1,1
7,9601,9601,0.07,1,36,36.0,0,1,0,0,1
3,9004,9512,0.15,1,15,10.0,0,0,0,1,1
4,9310,9508,0.12,2,25,17.0,0,1,0,0,1
5,8612,9602,0.16,2,12,9.54,0,0,1,0,0
2,9309,9511,0.1,2,27,16.0,0,1,0,0,1
2,8802,9601,0.14,1,15,12.5,0,0,0,1,0
2,9305,9601,0.16,2,25,15.14,0,1,0,0,0
2,9110,9512,0.26,3,4,6.12,0,0,1,0,0
4,9012,9611,0.13,2,25,27.22,0,1,0,0,1
2,9210,9602,0.17,1,17,11.25,0,0,0,1,1
3,9101,9511,0.21,1,15,7.71,0,0,0,1,1
6,8705,9603,0.49,4,4,4.63,0,0,0,0,0
0,9011,9509,0.1,2,17,11.4,0,0,0,1,1
3,9202,9504,0.1,1,15,13.0,0,0,0,1,0
0,9411,9512,0.15,3,10,9.25,0,0,1,0,1
5,8810,9601,0.24,4,10,11.4,0,0,1,0,0
0,9401,9702,0.13,1,44,23.16,0,0,0,1,1
1,9502,9512,0.16,2,20,11.5,0,0,0,1,1
2,9407,9511,0.09,1,15,12.5,0,0,0,1,1
5,8703,9505,0.18,1,14,10.23,0,0,1,0,0
0,9001,9601,0.29,4,4,7.2,0,0,1,0,0
0,8702,9702,0.54,4,8,5.53,0,0,0,0,0
2,9401,9603,0.16,2,18,11.5,0,0,0,1,1
0,9602,9602,0.08,1,15,15.0,0,0,0,1,1
2,8612,9601,0.26,1,10,6.15,0,0,1,0,0
1,8707,9604,0.22,1,10,7.4,0,0,1,0,0
3,9311,9511,0.14,2,20,13.2,0,0,0,1,1
4,8612,9603,0.33,3,16,6.76,0,0,0,1,0
5,9602,9602,0.07,1,15,15.0,0,0,0,1,1
5,8608,9601,0.29,3,14,6.78,0,0,0,1,0
4,9112,9512,0.4,4,10,8.3,0,0,1,0,0
5,9602,9602,0.07,1,25,25.0,0,1,0,0,1
3,8701,9509,0.2,1,15,7.5,0,0,0,1,0
3,9410,9508,0.11,2,10,13.33,0,0,0,1,1
6,9401,9512,0.11,1,20,13.75,0,0,0,1,1
5,9309,9512,0.24,2,10,12.7,0,0,0,1,0
6,8711,9511,0.15,2,16,9.66,0,0,0,1,0
4,9209,9601,0.16,2,15,9.25,0,0,0,1,0
2,9309,9601,0.1,1,15,10.33,0,0,0,1,1
6,9310,9511,0.11,1,15,12.5,0,0,0,1,1
4,8810,9603,0.14,3,11,8.87,1,0,1,0,1
4,9507,9602,0.1,2,25,25.0,0,1,0,0,1
2,9501,9603,0.17,3,6,8.0,0,0,1,0,1
2,9112,9603,0.43,4,6,7.52,0,0,1,0,0
5,9601,9601,0.07,1,15,15.0,0,0,0,1,1
5,9103,9602,0.17,3,10,6.5,0,0,1,0,1
3,9403,9602,0.23,4,10,6.87,0,0,1,0,0
3,9412,9511,0.17,3,10,9.5,0,0,0,1,1
5,9603,9603,0.07,1,25,25.0,1,1,0,0,1
2,9406,9508,0.07,1,30,25.0,0,1,0,0,1
0,9602,9602,0.07,1,20,20.0,0,0,0,1,1
7,9501,9512,0.08,1,25,15.0,0,1,0,0,1
7,9506,9601,0.09,2,50,30.0,0,1,0,0,1
0,8610,9512,0.19,1,25,14.66,1,1,0,0,0
5,9012,9602,0.16,2,10,10.55,0,0,1,0,0
0,9601,9601,0.07,1,15,15.0,0,0,0,1,1
1,9004,9601,0.14,1,16,10.12,0,0,0,1,0
0,8801,9602,0.27,3,5,5.57,0,0,1,0,0
2,9407,9603,0.13,2,25,14.33,0,1,0,0,1
5,9004,9512,0.33,3,9,7.58,0,0,0,0,0
1,8912,9612,0.13,1,20,22.0,0,1,0,0,1
5,9012,9602,0.16,4,8,5.71,0,0,0,0,1
7,9402,9603,0.17,3,10,7.8,1,0,1,0,0
4,9302,9509,0.08,1,20,12.0,0,0,0,1,1
1,8909,9602,0.15,2,16,10.9,0,0,0,1,1
7,9309,9504,0.09,1,16,10.33,0,0,0,1,1
3,9501,9511,0.11,2,20,13.33,0,0,0,1,1
4,8704,9602,0.16,2,10,10.33,0,0,1,0,0
6,8608,9602,0.27,2,10,10.13,0,0,0,1,0
5,9011,9509,0.12,2,17,11.66,0,0,0,1,1
3,9410,9505,0.12,1,15,11.66,0,0,0,1,1
0,9511,9511,0.06,1,25,25.0,0,1,0,0,1
2,9501,9506,0.2,3,3,6.6,1,0,1,0,1
5,8801,9506,0.21,1,13,8.53,0,0,1,0,0
3,9002,9508,0.11,1,15,12.16,0,0,0,1,1
3,8703,9603,0.25,4,10,8.57,0,0,1,0,1
5,8612,9612,0.29,1,10,6.83,0,0,1,0,0
4,9101,9512,0.16,3,10,8.87,0,0,1,0,1
5,9207,9602,0.24,4,7,7.08,0,0,0,0,1
2,9601,9601,0.07,1,20,20.0,0,0,0,1,1
6,8809,9504,0.26,1,16,6.81,0,0,0,1,0
4,9602,9603,0.21,3,5,8.33,0,0,1,0,1
6,9103,9603,0.17,2,19,13.6,0,0,0,1,0
5,8703,9511,0.25,1,10,6.05,0,0,1,0,0
4,9202,9512,0.09,1,20,12.25,0,0,0,1,1
0,8911,9602,0.1,1,21,13.0,0,0,0,1,0
0,9101,9512,0.09,2,25,19.2,0,1,0,0,1
2,8809,9602,0.36,3,10,7.85,0,0,0,1,0
0,9409,9506,0.08,1,16,13.0,0,0,0,1,1
7,8707,9504,0.14,1,25,15.11,0,1,0,0,1
0,9511,9511,0.06,1,20,20.0,0,0,0,1,1
0,9210,9507,0.11,1,15,11.0,0,0,0,1,0
1,9004,9510,0.24,2,5,10.0,0,0,1,0,0
2,8608,9510,0.14,2,20,13.8,0,0,0,1,1
1,9109,9512,0.16,3,10,8.55,0,0,1,0,0
1,9006,9507,0.17,1,25,17.4,0,1,0,0,0
7,9403,9512,0.07,1,15,12.5,0,0,0,1,1
1,9502,9603,0.14,2,21,21.0,0,0,0,1,1
4,9510,9510,0.06,1,25,25.0,0,1,0,0,1
6,9303,9505,0.1,1,25,11.0,0,1,0,0,1
0,9003,9603,0.11,1,35,16.25,0,1,0,0,1
5,9202,9512,0.42,4,30,17.64,0,1,0,0,0
0,8703,9601,0.15,1,15,11.2,0,0,0,1,0
4,8905,9603,0.16,4,10,14.0,0,1,0,0,1
2,8610,9602,0.35,3,7,5.3,0,0,0,0,0
5,9202,9702,0.18,1,15,11.52,0,0,0,1,0
7,8803,9510,0.28,4,5,4.61,0,0,0,0,0
4,9301,9602,0.24,4,8,6.63,0,0,1,0,0
5,8809,9602,0.15,1,15,12.3,0,0,0,1,0
2,8912,9512,0.15,2,19,14.6,0,0,0,1,1
3,8611,9603,0.2,2,10,6.2,0,0,1,0,1
3,9310,9511,0.15,2,15,8.33,0,0,0,1,1
0,9301,9507,0.08,1,20,10.0,0,0,0,1,1
1,9601,9601,0.07,1,15,15.0,0,0,0,1,1
6,9602,9702,0.14,1,10,16.5,0,0,0,1,1
2,9212,9603,0.16,4,5,5.66,0,0,0,0,1
0,9409,9510,0.09,1,15,10.0,0,0,0,1,1
4,9004,9506,0.31,1,10,8.86,0,0,1,0,0
4,8801,9508,0.1,1,35,25.28,0,1,0,0,1
3,9603,9603,0.09,1,15,15.0,0,0,0,1,1
0,9010,9512,0.25,4,15,12.33,0,0,0,1,1
2,9002,9511,0.07,1,72,56.0,0,1,0,0,1
5,9012,9511,0.27,2,16,14.69,0,0,0,1,0
7,8609,9601,0.54,4,5,4.88,0,0,0,0,0
5,8801,9510,0.15,1,13,9.72,0,0,1,0,0
0,9103,9602,0.26,3,15,9.6,0,0,0,1,0
7,9301,9504,0.05,1,25,25.0,0,1,0,0,1
3,8810,9512,0.2,3,16,9.0,0,0,0,1,0
1,9204,9603,0.26,4,15,12.57,0,0,0,1,1
2,9510,9601,0.15,3,10,8.0,0,0,1,0,1
0,8707,9510,0.28,3,9,4.05,0,0,0,0,0
6,9510,9601,0.1,2,25,20.0,0,1,0,0,1
0,9309,9512,0.09,2,20,15.33,0,0,0,1,1
3,9510,9510,0.06,1,20,20.0,0,0,0,1,1
0,8803,9511,0.28,2,25,15.3,0,1,0,0,1
0,8702,9509,0.19,3,19,12.61,0,0,0,1,0
0,8910,9602,0.14,2,25,17.44,0,1,0,0,1
0,9002,9512,0.13,1,20,8.28,0,0,0,1,1
0,8608,9507,0.33,2,20,11.31,0,0,0,1,0
4,9502,9508,0.09,1,15,15.0,1,0,0,1,1
1,9310,9603,0.22,4,5,5.25,0,0,0,0,0
3,9502,9510,0.09,1,15,12.5,0,0,0,1,1
4,9302,9603,0.11,1,15,8.33,0,0,0,1,1
4,8811,9508,0.18,2,15,17.75,1,0,0,1,0
5,9511,9511,0.08,1,20,20.0,0,0,0,1,1
3,9506,9511,0.19,4,7,6.75,0,0,1,0,1
1,8611,9511,0.32,2,21,7.64,0,0,0,1,0
2,9103,9504,0.1,1,15,9.4,0,0,0,1,1
5,9410,9504,0.08,1,20,15.0,0,0,0,1,1
5,9410,9508,0.09,1,16,13.0,0,0,0,1,1
4,8701,9601,0.32,1,10,6.84,1,0,1,0,0
6,9402,9508,0.11,1,15,13.75,0,0,0,1,1
1,8911,9612,0.14,1,20,10.61,0,0,0,1,0
7,9501,9509,0.08,1,22,16.0,0,0,0,1,1
5,9502,9511,0.12,2,15,13.33,0,0,0,1,1
5,8809,9601,0.19,1,15,8.38,0,0,0,1,0
1,8612,9510,0.17,1,26,13.75,0,1,0,0,0
5,8802,9601,0.16,2,25,10.4,1,1,0,0,0
4,9409,9509,0.1,1,15,12.33,0,0,0,1,1
5,9410,9512,0.1,2,20,16.66,0,0,0,1,1
5,9201,9504,0.18,1,25,18.57,0,1,0,0,0
4,9101,9511,0.11,1,20,10.42,0,0,0,1,0
7,9204,9508,0.16,1,16,14.12,0,0,0,1,1
4,8611,9509,0.66,4,15,10.34,0,0,0,1,0
4,9505,9508,0.08,2,25,25.0,0,1,0,0,1
2,9103,9508,0.16,3,7,7.75,0,0,1,0,1
0,8809,9602,0.18,3,10,8.18,0,0,1,0,0
1,9101,9603,0.11,3,10,13.33,0,0,0,1,1
5,8408,9512,0.1,1,30,27.14,0,1,0,0,1
6,8809,9511,0.28,2,5,5.47,0,0,1,0,0
1,8710,9512,0.25,2,10,4.61,0,0,1,0,0
3,8801,9602,0.25,4,5,4.17,1,0,0,0,0
3,9011,9511,0.29,1,15,8.4,0,0,0,1,0
7,9402,9512,0.11,2,6,10.5,0,0,0,1,1
1,9301,9511,0.09,1,15,9.66,0,0,0,1,1
6,9310,9603,0.12,1,50,17.25,0,1,0,0,1
0,9403,9510,0.16,3,20,12.0,1,0,0,1,0
4,9401,9601,0.16,4,11,8.11,0,0,1,0,0
6,9409,9602,0.06,1,30,27.5,0,1,0,0,1
6,8801,9509,0.4,2,12,5.73,0,0,1,0,0
7,9411,9511,0.08,1,25,25.0,0,1,0,0,1
6,9202,9510,0.3,3,9,6.12,0,0,0,0,0
4,9506,9511,0.1,2,20,12.5,0,0,0,1,1
4,9202,9506,0.28,1,17,8.92,0,0,0,1,0
5,8705,9507,0.25,1,14,10.0,0,0,1,0,0
0,9201,9505,0.2,1,16,11.63,0,0,0,1,0
2,9502,9508,0.09,1,16,13.0,0,0,0,1,1
2,9510,9510,0.06,1,23,23.0,0,0,0,1,1
4,9110,9512,0.12,2,25,23.0,0,1,0,0,0
0,8801,9601,0.43,3,2,4.28,0,0,0,0,0
5,8704,9511,0.28,3,6,4.9,1,0,0,0,0
3,9301,9601,0.1,1,15,8.33,0,0,0,1,1
0,9210,9504,0.06,1,25,33.33,0,1,0,0,1
5,9410,9504,0.07,1,25,22.5,1,1,0,0,1
3,9501,9512,0.26,4,8,6.16,0,0,0,0,1
3,9101,9602,0.14,1,20,13.62,0,0,0,1,1
1,8609,9601,0.3,2,10,8.0,1,0,1,0,0
3,8810,9602,0.27,3,10,12.2,0,0,0,1,0
0,9507,9507,0.06,1,15,15.0,0,0,0,1,1
3,9002,9504,0.13,2,40,13.0,0,1,0,0,1
7,8911,9603,0.16,2,15,10.0,0,0,0,1,0
3,8711,9504,0.19,1,25,19.1,0,1,0,0,0
7,9602,9602,0.07,1,25,25.0,0,1,0,0,1
0,9302,9512,0.07,1,22,17.33,0,0,0,1,1
2,9103,9601,0.34,1,10,7.95,0,0,1,0,0
5,9009,9508,0.2,1,50,17.91,0,1,0,0,0
1,8909,9601,0.25,1,10,6.29,0,0,1,0,0
3,9401,9508,0.22,2,15,10.12,0,0,0,1,0
7,9404,9603,0.12,1,15,10.0,0,0,0,1,1
0,8811,9504,0.11,1,15,9.71,0,0,0,1,1
5,9309,9601,0.11,1,10,9.0,1,0,0,1,1
0,9503,9508,0.08,1,100,83.33,0,1,0,0,1
4,8701,9601,0.16,1,15,10.75,0,0,0,1,0
6,8903,9512,0.15,2,25,16.72,0,1,0,0,0
2,9009,9603,0.23,2,10,5.16,0,0,1,0,0
5,9103,9512,0.15,1,20,10.5,0,0,0,1,1
5,8701,9603,0.36,4,6,7.07,0,0,1,0,0
5,9501,9602,0.24,4,6,5.0,0,0,0,0,0
6,9310,9512,0.19,2,40,30.37,0,1,0,0,0
4,9410,9602,0.08,1,17,16.0,0,0,0,1,1
7,8612,9603,0.3,3,6,5.0,0,0,0,0,0
6,8608,9603,0.21,2,10,7.37,0,0,0,1,0
5,9411,9507,0.08,1,21,18.0,0,0,0,1,1
0,9504,9511,0.09,1,21,18.75,0,0,0,1,1
1,8810,9602,0.33,4,8,6.2,0,0,0,0,0
1,8910,9512,0.15,3,20,10.0,0,0,0,1,1
0,8707,9512,0.16,1,15,14.07,0,0,0,1,0
0,8810,9602,0.17,2,10,7.6,0,0,1,0,0
7,9011,9602,0.17,2,23,16.45,0,1,0,0,0
1,8703,9601,0.16,1,20,12.08,1,0,0,1,0
0,8703,9512,0.21,1,40,6.66,0,1,0,0,0
7,9403,9509,0.19,3,10,8.28,0,0,1,0,0
7,8810,9602,0.11,1,15,8.33,0,0,0,1,1
2,8706,9601,0.11,1,20,12.16,0,0,0,1,1
3,9210,9603,0.23,2,13,8.9,0,0,1,0,0
6,9508,9508,0.06,1,25,25.0,0,1,0,0,1
5,9001,9603,0.32,2,7,5.0,0,0,0,1,0
0,9406,9512,0.06,1,40,32.5,0,1,0,0,1
2,9407,9511,0.16,3,10,11.4,0,0,0,1,1
0,8612,9511,0.33,2,25,16.51,1,1,0,0,0
0,9409,9512,0.15,3,7,7.0,0,0,1,0,1
6,9601,9601,0.07,1,25,25.0,0,1,0,0,1
2,9601,9601,0.07,1,20,20.0,0,0,0,1,1
2,9009,9602,0.12,2,25,13.3,0,0,0,1,0
2,8608,9601,0.34,4,5,5.15,0,0,0,0,0
4,8910,9603,0.22,4,15,12.0,0,0,0,1,0
0,9402,9512,0.17,2,10,13.33,0,0,0,1,0
2,9401,9512,0.1,1,15,10.0,0,0,0,1,1
1,8612,9602,0.2,1,7,8.05,0,0,1,0,0
5,8802,9504,0.15,1,15,11.55,0,0,0,1,0
6,8704,9603,0.24,1,10,6.0,0,0,1,0,0
1,8702,9512,0.42,1,10,2.9,0,0,1,0,0
0,9509,9509,0.06,1,25,25.0,0,1,0,0,1
2,9110,9512,0.25,2,15,10.35,0,0,0,1,0
3,9502,9509,0.08,1,16,13.0,0,0,0,1,1
5,9509,9509,0.06,1,25,25.0,0,1,0,0,1
6,8610,9510,0.23,3,6,6.2,0,0,1,0,0
5,9002,9505,0.13,1,17,13.12,0,0,0,1,1
0,9411,9511,0.08,1,20,15.0,0,0,0,1,1
4,9601,9601,0.07,1,20,20.0,0,0,0,1,1
6,9102,9701,0.14,3,25,17.11,0,0,1,0,1
